#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651203157721091,198.523986468905,-0.429665305490475,18.58996,16.43963,15.53196,15.21904,15.06059,1334,301,2,13,3266265944367851520,STAR,-0.0001516585,2901,54652,110
1237651203157721103,198.55347445037,-0.440176974761627,17.41186,16.31802,15.85709,15.64335,15.55049,1334,301,2,13,8394750775088095232,STAR,0.0005767557,7456,56727,149
1237651203157721124,198.61553536965,-0.606512857363936,18.38287,17.47519,17.24636,17.14971,17.16956,1334,301,2,13,8394749675576467456,STAR,-0.0001093992,7456,56727,145
1237651203157721133,198.64491706548,-0.478148508162185,18.06167,16.53055,15.95498,15.76055,15.65559,1334,301,2,13,8394748850942746624,STAR,-8.02035E-05,7456,56727,142
1237651203157721163,198.535908768305,-0.441104319867719,16.93318,15.45979,14.76197,14.36404,14.08373,1334,301,2,13,332186410431834112,GALAXY,0.03934706,295,51985,167
1237651203157721187,198.568492998834,-0.563149737623368,19.32496,17.44422,16.77153,16.34093,16.11381,1334,301,2,13,332189434088810496,GALAXY,0.09100591,295,51985,178
1237651203157786628,198.677304909895,-0.613752801112544,17.19951,16.27511,15.99025,15.87293,15.85862,1334,301,2,14,8394747751431118848,STAR,0.0003170502,7456,56727,138
1237651203157786642,198.6988950388,-0.549240400775813,16.60646,15.07538,14.5603,14.3809,14.32473,1334,301,2,14,3266254674373666816,STAR,-2.187484E-05,2901,54652,69
1237651203157786656,198.726517045666,-0.439616526354906,17.50077,16.59289,16.30168,16.16106,16.16375,1334,301,2,14,8394752424355536896,STAR,0.0003528843,7456,56727,155
1237651203157786715,198.690488215597,-0.507888949926103,19.22969,17.87892,17.30252,16.95057,16.74284,1334,301,2,14,332182562141136896,GALAXY,0.09301001,295,51985,153
1237651203157786751,198.734492372991,-0.459003282507197,19.59801,18.07479,17.45277,17.17117,17.0358,1334,301,2,14,8394748576064839680,STAR,0.0003946633,7456,56727,141
1237651203157786753,198.73658351497,-0.434317521002537,19.49611,18.63479,18.37515,18.24717,18.22807,1334,301,2,14,3294401072080119808,STAR,-6.531847E-05,2926,54625,65
1237651203157786769,198.745050036296,-0.543140593340608,18.17037,16.45852,15.70875,15.33852,15.07288,1334,301,2,14,332182837019043840,GALAXY,0.03891782,295,51985,154
1237651203157786804,198.813266358506,-0.453414148647248,19.16979,17.75335,17.24358,17.07196,16.98355,1334,301,2,14,8394738680460189696,STAR,-0.0001511666,7456,56727,105
1237651203157786815,198.821512076728,-0.607590192405875,19.09871,17.87135,17.48459,17.17571,17.10167,1334,301,2,14,332179263606253568,GALAXY,0.08585396,295,51985,141
1237651203157852168,198.835805561706,-0.605673898545599,18.45975,17.54835,17.27931,17.18939,17.19361,1334,301,2,15,8394732083390423040,STAR,0.00051634,7456,56727,81
1237651203157852192,198.857390263206,-0.51378763066545,18.57268,17.68544,17.39564,17.30085,17.31171,1334,301,2,15,8394737580948561920,STAR,7.2025E-05,7456,56727,101
1237651203157852232,198.934302822135,-0.433160817269068,16.58671,15.2624,14.83167,14.67067,14.62241,1334,301,2,15,3266255499007387648,STAR,4.347053E-05,2901,54652,72
1237651203157852284,198.869351220902,-0.525509301485907,19.43431,18.0457,17.31449,16.91534,16.64837,1334,301,2,15,332182287263229952,GALAXY,0.1278408,295,51985,152
1237651203157852290,198.873794973339,-0.607235286492281,18.74376,17.71786,17.3041,17.04986,16.90787,1334,301,2,15,332183111896950784,GALAXY,0.03855666,295,51985,155
1237651203157852295,198.887908656178,-0.616974017302592,19.23424,17.74822,17.09901,16.85333,16.74094,1334,301,2,15,8394737031192748032,STAR,7.706141E-05,7456,56727,99
1237651203157852297,198.890713653955,-0.485637467671771,19.23123,18.28949,18.0254,17.93556,17.96508,1334,301,2,15,8394739505093910528,STAR,-0.0001286197,7456,56727,108
1237651203157852300,198.892636977387,-0.477257536348706,19.55043,17.63418,16.68731,16.33836,15.85801,1334,301,2,15,332183661652764672,GALAXY,0.08594441,295,51985,157
1237651203157852341,198.929954842653,-0.47168552485152,18.73052,17.60766,17.22962,16.98,16.827,1334,301,2,15,332173491170207744,GALAXY,0.03627155,295,51985,120
1237651203157852378,198.947114018361,-0.462296434368961,16.99586,15.33315,14.57367,14.19639,13.95269,1334,301,2,15,332171292146952192,GALAXY,0.04726082,295,51985,112
1237651203157852418,198.948428648201,-0.573417322931479,18.32668,17.2358,16.86245,16.56596,16.3837,1334,301,2,15,332169917757417472,GALAXY,0.04076417,295,51985,107
1237651203157917795,199.115800482771,-0.555277007568508,18.30461,16.42967,15.74413,15.52629,15.43237,1334,301,2,16,8394726860710191104,STAR,3.014162E-05,7456,56727,62
1237651203157917870,199.064730668491,-0.476932299424318,19.22207,18.19633,17.85974,17.71483,17.68608,1334,301,2,16,8394726585832284160,STAR,0.0006494044,7456,56727,61
1237651203157917882,199.087530026981,-0.596000125501578,19.17287,17.22176,16.3186,15.9246,15.60782,1334,301,2,16,332160022152767488,GALAXY,0.08367842,295,51985,71
1237651203157917901,199.114776668151,-0.420736208791032,19.16203,17.69562,17.07531,16.81978,16.67176,1334,301,2,16,8394727410466004992,STAR,-3.769931E-05,7456,56727,64
1237651203157983288,199.234823474347,-0.489168315023473,18.77528,17.27525,16.69998,16.5163,16.47573,1334,301,2,17,8394716965105541120,STAR,5.443734E-05,7456,56727,26
1237651203157983347,199.155271000502,-0.610006349402544,19.14215,18.39816,18.0751,18.05054,17.87901,1334,301,2,17,332162496053929984,QSO,1.348672,295,51985,80
1237651203157983388,199.206237087882,-0.455382822562357,19.0442,17.92999,17.44976,17.24063,17.15887,1334,301,2,17,8394716690227634176,STAR,0.0002660829,7456,56727,25
1237651203157983395,199.216122583133,-0.4255797509695,19.34678,18.06577,17.54119,17.34465,17.25396,1334,301,2,17,8394717239983448064,STAR,8.832005E-05,7456,56727,27
1237651203157983404,199.232854070218,-0.451175746880204,19.24835,18.23596,17.70237,17.48198,17.37302,1334,301,2,17,8394715590716006400,STAR,0.0001656951,7456,56727,21
1237651203157983417,199.246604583663,-0.584904383013367,19.39517,18.11368,17.32487,16.88535,16.61291,1334,301,2,17,333351342984685568,GALAXY,0.1162182,296,51984,309
1237651203158048780,199.28702455116,-0.424453549360818,16.67205,15.74605,15.53511,15.44562,15.45421,1334,301,2,18,3266245328524830720,STAR,-1.975856E-05,2901,54652,35
1237651203158048784,199.333991680289,-0.58454013443044,17.19994,15.60204,15.04715,14.81275,14.71834,1334,301,2,18,3266243129501575168,STAR,-0.0001973979,2901,54652,27
1237651203158048952,199.398533675013,-0.446509815182999,19.3866,17.87094,17.00603,16.5376,16.23806,1334,301,2,18,332147102891141120,GALAXY,0.1507269,295,51985,24
1237650371552542739,172.78313603925,-1.68327676536445,18.05133,16.8611,16.88256,16.93881,17.00519,1140,301,5,133,3640055096722694144,STAR,-5.581845E-05,3233,54891,75
1237650371552542755,172.817839771993,-1.7414354374858,17.74806,16.48055,15.94341,15.70463,15.58713,1140,301,5,133,3640037229658742784,STAR,0.0002657766,3233,54891,10
1237650371552542770,172.830319563982,-1.79170918252531,18.26784,16.84362,16.24136,15.98464,15.85752,1140,301,5,133,3640037504536649728,STAR,0.0002953551,3233,54891,11
1237650371552542772,172.831178346682,-1.80471704300437,18.61722,17.69875,17.44114,17.3381,17.32906,1140,301,5,133,368277335041927168,STAR,0.0002539362,327,52294,393
1237650371552542839,172.781922610125,-1.64328853617546,19.58516,18.45758,18.01453,17.87597,17.78935,1140,301,5,133,3640052347943624704,STAR,0.000265901,3233,54891,65
1237650371552542840,172.783420298027,-1.64164071809831,18.53264,17.4039,16.78535,16.39504,16.19352,1140,301,5,133,368262766512859136,GALAXY,0.1345099,327,52294,340
1237650371552608295,173.051192019271,-1.78748841814182,19.3196,17.851,17.2069,16.9614,16.8729,1140,301,5,134,3640036130147115008,STAR,0.0004931511,3233,54891,6
1237650371552673805,173.061260814572,-1.73839503420643,17.11175,15.98277,15.49316,15.1722,14.95604,1140,301,5,135,368272662117509120,GALAXY,0.04016173,327,52294,376
1237650371552674003,173.202892881658,-1.64178374462815,19.11312,17.71806,17.13669,16.8037,16.56639,1140,301,5,135,368284756745414656,GALAXY,0.04841786,327,52294,420
1237650371552804955,173.369452490315,-1.6833443798177,18.7279,17.51216,16.74543,16.32708,16.06653,1140,301,5,137,368293277960529920,GALAXY,0.1199825,327,52294,451
1237650371552936083,173.707852038187,-1.76709301531779,19.39478,18.54582,18.27974,18.1781,18.1609,1140,301,5,139,4266303116264054784,STAR,3.788153E-05,3789,55269,976
1237650371553001611,173.949578878263,-1.76315587262858,18.70123,17.59513,17.15579,16.88433,16.67588,1140,301,5,140,369387291828840448,GALAXY,0.04690041,328,52282,335
1237650371553067049,174.016721092128,-1.61613660990174,18.23269,17.78101,17.95517,18.14896,18.40291,1140,301,5,141,368316367704713216,STAR,-3.148089E-05,327,52294,535
1237650371553132672,174.231378938915,-1.74908725720266,17.69562,15.87965,14.98915,14.56555,14.23308,1140,301,5,142,368326813065177088,GALAXY,0.04722658,327,52294,573
1237650371554312334,176.925300338918,-1.81872618171071,18.76779,17.15489,16.23763,15.76042,15.47223,1140,301,5,160,370558542798678016,GALAXY,0.1361194,329,52056,500
1237650371554377789,177.075783228611,-1.63993037278062,17.16046,16.40167,16.20655,16.13379,16.02602,1140,301,5,161,370566514257979392,GALAXY,0.01303372,329,52056,529
1237650371554377861,177.024698638973,-1.68868895795874,18.71334,16.78367,15.82769,15.39686,15.04011,1140,301,5,161,370568163525421056,GALAXY,0.09404437,329,52056,535
1237650371554508816,177.30634766909,-1.79124379354739,18.41791,17.93481,17.99456,18.05502,18.2236,1140,301,5,163,4267383935170748416,STAR,6.423377E-05,3790,55208,812
1237650371554508818,177.308022899608,-1.74830039926762,16.99149,16.74239,16.92904,16.80003,16.65242,1140,301,5,163,370579708397512704,QSO,0.4580766,329,52056,577
1237650371554508980,177.387192650647,-1.8050367972887,19.38854,18.08538,17.32344,16.91171,16.63923,1140,301,5,163,371656410427058176,GALAXY,0.1026273,330,52370,398
1237650371554508985,177.39346675246,-1.65438051743617,19.49603,17.64023,16.60899,16.1613,15.84189,1140,301,5,163,371638268485199872,GALAXY,0.1752374,330,52370,332
1237650371554574400,177.513706918739,-1.76224190892749,18.57041,17.4939,17.40493,17.42101,17.46346,1140,301,5,164,371665206520080384,STAR,0.001026802,330,52370,430
1237650371554574436,177.544876043199,-1.65759936960608,19.06193,19.28431,19.74297,20.08317,20.15862,1140,301,5,164,371637993607292928,STAR,0.0004790169,330,52370,331
1237650371554770993,177.895185626493,-1.75731522030662,18.82195,17.81522,17.51081,17.42396,17.41526,1140,301,5,167,371651187746826240,STAR,0.0004252513,330,52370,379
1237650371554770995,177.897608037506,-1.71161797667454,18.37473,17.14955,16.67244,16.51527,16.44128,1140,301,5,167,371649538479384576,STAR,-2.223679E-05,330,52370,373
1237650371554771068,177.976582360619,-1.70671816933873,19.2042,18.23631,17.96889,17.88608,17.87332,1140,301,5,167,371650088235198464,STAR,0.0008038341,330,52370,375
1237650371554836507,178.038691790577,-1.65793298594734,17.98206,16.70619,16.13503,15.76027,15.54178,1140,301,5,168,371648988723570688,GALAXY,0.08042609,330,52370,371
1237650371554902071,178.275461882297,-1.73770389170036,18.11432,17.86804,17.59747,17.51021,17.46274,1140,301,5,169,371659983839848448,QSO,1.096609,330,52370,411
1237650371554902089,178.155142914848,-1.85065121379894,17.91132,16.46561,15.75976,15.40771,15.14663,1140,301,5,169,371675102124730368,GALAXY,0.08283509,330,52370,466
1237650371554902119,178.18801192331,-1.68373415398777,18.30242,17.01468,16.389,16.02728,15.80999,1140,301,5,169,371658059694499840,GALAXY,0.08044478,330,52370,404
1237650371554902122,178.190742206205,-1.64944694455662,19.01426,17.92207,17.49654,17.30766,17.18764,1140,301,5,169,371657784816592896,GALAXY,0.01936841,330,52370,403
1237650371554967726,178.418364275046,-1.70360540875048,18.81551,17.6622,17.08861,16.70016,16.51951,1140,301,5,170,371669879444498432,GALAXY,0.08665946,330,52370,447
1237650371554967879,178.428379124591,-1.65987767089163,17.47716,16.55855,16.17856,16.03989,15.95338,1140,301,5,170,371668505054963712,GALAXY,0.01096165,330,52370,442
1237650371555033282,178.593075581949,-1.66785495618083,19.39356,17.8871,16.98359,16.57105,16.27382,1140,301,5,171,371670704078219264,GALAXY,0.1470969,330,52370,450
1237650371555229783,178.944168477887,-1.7348135828381,19.09143,17.55236,16.79034,16.3859,16.11512,1140,301,5,174,371705888450308096,GALAXY,0.08149192,330,52370,578
1237650371555295342,179.060967256708,-1.826131613944,19.43657,18.10828,17.31147,16.85291,16.55647,1140,301,5,175,371709186985191424,GALAXY,0.1387746,330,52370,590
1237650371555557480,179.694417511596,-1.64998608445216,19.35156,18.14662,17.49783,17.11463,16.86742,1140,301,5,179,372776537864300544,GALAXY,0.1203124,331,52368,377
1237650371555622927,179.818332650462,-1.76458610553205,18.84475,18.79129,18.72314,18.59892,18.48004,1140,301,5,180,372791106393368576,QSO,1.935249,331,52368,430
1237650371555623026,179.875040666231,-1.84909184257628,18.30811,17.27847,16.88896,16.69743,16.50977,1140,301,5,180,372790831515461632,GALAXY,0.02099169,331,52368,429
1237650371555623068,179.798359140108,-1.70705967793795,17.58636,16.55747,16.23842,16.09514,15.98957,1140,301,5,180,372777362498021376,GALAXY,0.02034181,331,52368,380
1237650371555688657,179.989883083306,-1.79987309757987,19.05516,18.12507,17.25924,16.80843,16.53476,1140,301,5,181,372801001998018560,GALAXY,0.1655919,331,52368,466
1237650371555754000,180.126761038613,-1.7436098247633,19.17388,17.05795,16.09366,15.70743,15.48167,1140,301,5,182,372809798091040768,STAR,0.0002748474,331,52368,498
1237650371555885193,180.466206323472,-1.78041940392974,19.28953,18.38808,18.04671,17.93077,17.86568,1140,301,5,184,4251667515980095488,STAR,0.0004699884,3776,55209,980
1237650371555885242,180.542660061016,-1.79149995297905,18.22401,16.74256,16.00038,15.60463,15.34808,1140,301,5,184,372812821748017152,GALAXY,0.08110612,331,52368,509
1237650371555950649,180.664719469992,-1.74318506307113,17.89628,16.64495,16.52841,16.51063,16.50106,1140,301,5,185,372822717352667136,STAR,-0.0001814768,331,52368,545
1237650371555950670,180.551013676402,-1.67532448818548,19.57907,17.72984,16.65834,16.22477,15.84225,1140,301,5,185,372819693695690752,GALAXY,0.1317227,331,52368,534
1237650371555950731,180.692049440175,-1.79240572889995,17.48069,16.31429,15.79191,15.50007,15.23702,1140,301,5,185,372821892718946304,GALAXY,0.01951499,331,52368,542
1237650371556016139,180.703085257511,-1.86075874572099,19.00663,18.1631,17.84767,17.72697,17.68175,1140,301,5,186,4251402533677801472,STAR,0.000630643,3776,55209,16
1237650371556016145,180.719104463465,-1.79113295183498,18.56146,18.12127,18.18184,18.04131,17.98077,1140,301,5,186,372823267108481024,QSO,0.5293682,331,52368,547
1237648673987297298,225.618801616393,-0.0722106363140716,19.20709,18.15223,17.73545,17.56275,17.45809,745,301,3,447,3731399500426747904,STAR,-0.0001390416,3314,54970,608
1237648673987297312,225.622543072464,-0.100978628042262,19.10323,18.0041,17.4903,17.30673,17.18908,745,301,3,447,3731401424572096512,STAR,-0.0001695826,3314,54970,615
1237648673992540336,237.707347752129,-0.117291126261182,19.033,17.66646,17.19285,16.90451,16.70202,745,301,3,527,385074564062799872,GALAXY,0.05492734,342,51691,61
1237648673992605755,237.777182788924,-0.195780795346483,19.23882,17.96441,18.02486,18.13573,18.22423,745,301,3,528,386266984439900160,STAR,0.0005334903,343,51692,303
1237648673992671414,238.005408184453,-0.200869373699392,19.02585,18.11727,17.80651,17.66225,17.54215,745,301,3,529,385063843824429056,STAR,-6.158031E-05,342,51691,22
1237648673992671592,237.945144439703,-0.10517041626296,17.97498,15.81678,14.82701,14.36535,13.90116,745,301,3,529,386267259317807104,GALAXY,0.05442572,343,51692,304
1237648673992671645,237.959268755501,-0.0633508066459887,19.44938,18.14694,17.57179,17.20039,16.96631,745,301,3,529,385078687231404032,GALAXY,0.1136348,342,51691,76
1237648673992736897,238.077442374886,-0.0716201678985533,18.74538,17.79199,17.44869,17.31479,17.3016,745,301,3,530,386291173695711232,STAR,-0.0001934614,343,51692,391
1237648673992802312,238.179386586862,-0.0901691256876695,18.80042,18.75799,19.01897,19.23481,19.41763,745,301,3,531,385065767969777664,STAR,4.647072E-06,342,51691,29
1237648673992802690,238.249753327222,-0.00527359904372889,19.31768,17.88629,17.14264,16.71917,16.43868,745,301,3,531,385066867481405440,GALAXY,0.08963996,342,51691,33
1237648673992868052,238.461477074857,-0.183671208318667,17.90458,16.72477,16.59318,16.57553,16.62882,745,301,3,532,386255439567808512,STAR,-0.0001709204,343,51692,261
1237648673992868256,238.428955726175,-0.0507242771052364,18.51617,16.95023,16.19773,15.77378,15.47813,745,301,3,532,386303543201523712,GALAXY,0.05351913,343,51692,436
1237648673992999044,238.699434907076,-0.17000008394552,18.81672,17.43163,16.87278,16.63026,16.51572,745,301,3,534,386245543963158528,STAR,-5.77126E-05,343,51692,225
1237648673993064682,238.883304073851,-0.181947980248665,19.07407,19.32453,19.10185,18.93286,18.80589,745,301,3,535,386238122259671040,STAR,4.015216E-05,343,51692,198
1237648673993130428,239.010923612079,-0.122736898849498,19.5175,19.41074,19.70934,19.88787,20.19308,745,301,3,536,386236198114322432,STAR,-5.821546E-05,343,51692,191
1237648673993130437,239.018401675833,-0.0923106387967201,19.49057,17.89874,17.09839,16.6558,16.36493,745,301,3,536,386238672015484928,GALAXY,0.07758257,343,51692,200
1237648673993195770,239.112090068846,-0.0218160200421229,19.1955,18.01051,17.5018,17.14197,16.95138,745,301,3,537,386320585631754240,GALAXY,0.04233624,343,51692,498
1237648673993195779,239.116456160575,-0.184045577158697,19.49472,18.39925,17.79256,17.38426,17.16601,745,301,3,537,386230700556183552,GALAXY,0.08508994,343,51692,171
1237648673993392163,239.543229731737,-0.087878065754587,17.27711,15.93447,15.978,16.05394,16.06975,745,301,3,540,386226577387579392,STAR,0.0001637036,343,51692,156
1237648673993392350,239.514934679486,-0.124238866669572,18.79019,16.79083,15.8557,15.38292,15.03051,745,301,3,540,386227402021300224,GALAXY,0.04077013,343,51692,159
1237648673993654418,240.17097844657,-0.0772683335397786,18.89928,17.49742,16.63788,16.12202,15.76694,745,301,3,544,386357694149191680,GALAXY,0.1559238,343,51692,633
1237648673994637807,242.433159852917,-0.115135556251948,18.59122,17.56834,17.24212,17.24257,18.17929,745,301,3,559,388479751557244928,GALAXY,0.005018893,345,51690,161
1237648673994637868,242.43762819834,-0.158120410286202,19.46029,18.12617,17.44689,17.16181,17.00362,745,301,3,559,388484974237476864,STAR,-0.0001178778,345,51690,180
1237648673994637874,242.44623828707,-0.0184981602352139,19.50673,17.55027,16.53967,16.09758,15.68324,745,301,3,559,388483599847942144,GALAXY,0.08048908,345,51690,175
1237648673994702955,242.544471936049,-0.176941219504682,19.38842,17.31414,16.29837,15.80596,15.42626,745,301,3,560,388474528877012992,GALAXY,0.06935806,345,51690,142
1237648673994768421,242.680738592488,-0.143612499752071,19.56347,17.77927,16.81713,16.38445,16.04378,745,301,3,561,388466832295618560,GALAXY,0.1063814,345,51690,114
1237648673994768731,242.719853718851,-0.00542933320134963,19.23431,17.90094,17.20117,16.86932,16.57295,745,301,3,561,388578157847930880,GALAXY,0.02894331,345,51690,519
1237648673994834126,242.907661769286,-0.143806295397067,18.35851,17.06477,16.52053,16.29901,16.1961,745,301,3,562,389646058566739968,STAR,-0.0001377841,346,51693,308
1237648673994834323,242.829351255025,-0.0943714724314949,18.6699,16.70715,15.69039,15.23475,14.86296,745,301,3,562,388467656929339392,GALAXY,0.08993423,345,51690,117
1237648673994834397,242.84436158745,-0.075646653557559,19.55555,17.64036,16.69641,16.23968,15.88483,745,301,3,562,388467931807246336,GALAXY,0.06295025,345,51690,118
1237648673994834517,242.898778778802,-0.0154619143792163,18.29323,17.19777,16.71038,16.43923,16.24351,745,301,3,562,389645783688833024,GALAXY,0.02424059,346,51693,307
1237648673994834641,242.944102247667,-0.0344513266576725,18.48769,17.41185,16.9221,16.65832,16.48495,745,301,3,562,388468481563060224,GALAXY,0.02408826,345,51690,120
1237648673994900087,243.076397717554,-0.051235078257416,18.63214,17.03507,16.27731,15.9094,15.64428,745,301,3,563,388457211568875520,GALAXY,0.06366909,345,51690,79
1237648673994965546,243.236781626301,-0.0962512670121271,16.66974,14.77006,13.88219,13.42507,13.14396,745,301,3,564,388445941574690816,GALAXY,0.0308672,345,51690,38
1237648673994965554,243.236987282217,-0.100190158394926,17.29519,16.73442,17.08198,17.15347,18.25844,745,301,3,564,389636987595810816,GALAXY,0.03052526,346,51693,275
1237648673995030751,243.3856545373,-0.0586181936032617,18.57137,18.60205,17.94477,17.47239,17.17794,745,301,3,565,389633689060927488,STAR,4.548636E-05,346,51693,263
1237648673995096731,243.542249855132,-0.0378317084620344,18.74072,17.28601,16.66703,16.33081,16.08293,745,301,3,566,389624343212091392,GALAXY,0.05827271,346,51693,229
1237648673995162093,243.583195948052,-0.0315641264387658,18.06095,16.20889,15.2915,14.84426,14.47095,745,301,3,567,389625717601626112,GALAXY,0.03081088,346,51693,234
1237648673995424170,244.181483934582,-0.0407623220046296,19.35233,18.86894,18.60658,18.57084,18.33137,745,301,3,571,389613073217906688,QSO,0.7860857,346,51693,188
1237648673995424553,244.241553069074,-0.0484378348932881,19.3469,17.91381,17.27614,16.97921,16.68362,745,301,3,571,389609224927209472,GALAXY,0.08033779,346,51693,174
1237648673995489776,244.330869157811,-0.0819928237445058,19.44802,17.95897,17.18763,16.79636,16.51975,745,301,3,572,389605651514419200,GALAXY,0.1081634,346,51693,161
1237648673995620454,244.635216656933,-0.0760926402195147,18.52082,17.4242,17.2761,17.27213,17.28031,745,301,3,574,389592182496978944,STAR,-0.0003137829,346,51693,112
1237648673995686549,244.875590054073,-0.0385262479738886,18.45272,16.84462,15.96703,15.53325,15.22941,745,301,3,575,389593282008606720,GALAXY,0.07921813,346,51693,116
1237648673995817081,245.101689539014,-0.0960892991070191,17.54009,17.37406,17.68549,17.97549,18.25905,745,301,3,577,409913361552140288,STAR,-0.0001309863,364,52000,312
1237648673995948107,245.38188754097,-0.0723638925339617,17.50697,15.74549,14.93004,14.5336,14.21868,745,301,3,579,409913086674233344,GALAXY,0.02728706,364,52000,311
1237648673996079198,245.670640571583,-0.0235160221722781,18.03349,16.99499,16.80437,16.74506,16.71893,745,301,3,581,389570467142330368,STAR,-0.0003348804,346,51693,33
1237648673996210408,246.02663537787,-0.0193419057552939,17.15533,15.93695,15.73742,15.71929,15.73813,745,301,3,583,409880376203307008,STAR,0.0002017642,364,52000,192
1237648673996341626,246.393344444656,-0.0321830363808841,19.4201,18.36756,18.21859,18.20171,18.22385,745,301,3,585,409876527912609792,STAR,-0.0002087979,364,52000,178
1237648673996472959,246.60554322576,-0.0634477312370687,19.30962,17.96046,17.37865,17.04699,16.82706,745,301,3,587,409869930842843136,GALAXY,0.05398665,364,52000,154
1237648704579305491,188.4163467598,0.192647670640667,17.79241,16.66238,16.30104,16.16709,16.10818,752,301,4,300,3287754798111156224,STAR,-0.0001329174,2920,54562,462
1237648704579305493,188.423239503617,0.158059445398073,19.10976,17.73485,17.16479,16.95688,16.82334,752,301,4,300,3259596580285605888,STAR,-0.0001731075,2895,54567,423
1237648704579305504,188.471689071412,0.122943276957593,17.14923,15.54331,15.00412,14.8333,14.76185,752,301,4,300,3259599603942582272,STAR,9.883026E-06,2895,54567,434
1237648704579305523,188.549158488576,0.144958150694864,18.13579,16.62,16.09115,15.89266,15.78976,752,301,4,300,3259599054186768384,STAR,-5.153216E-05,2895,54567,432
1237648704579305552,188.439940639221,0.199512867640869,19.3719,18.74821,17.80828,17.3182,16.99094,752,301,4,300,326619582322206720,QSO,0.2384535,290,51941,395
1237648704579371015,188.566693748799,0.196376260599749,18.15923,16.81399,16.21589,16.00613,15.84773,752,301,4,301,3287757272012318720,STAR,-0.0007731041,2920,54562,471
1237648704579371019,188.568538935333,0.0145236961238362,16.32855,15.31857,15.02294,14.91374,14.89553,752,301,4,301,3259600978332116992,STAR,-3.291024E-05,2895,54567,439
1237648704579371042,188.595922196894,0.0432781190665639,17.8005,16.60727,16.18797,16.04867,15.97751,752,301,4,301,3259599329064675328,STAR,-0.0002500663,2895,54567,433
1237648704579371046,188.607375294582,0.0248160667024335,18.57653,17.68594,17.45869,17.37851,17.37804,752,301,4,301,3259612248326301696,STAR,-0.0004816672,2895,54567,480
1237648704579371183,188.613646416094,0.185213149214423,19.47127,18.3652,18.47488,18.56451,18.62382,752,301,4,301,3287758921279760384,STAR,0.0001127529,2920,54562,477
1237648704579436559,188.75617333937,0.115590701866485,19.12665,17.71632,17.18634,16.96498,16.84687,752,301,4,302,3259607300523976704,STAR,6.108407E-06,2895,54567,462
1237648704579436563,188.784610402467,0.013233582312189,18.00067,16.0931,15.29277,14.97982,14.8094,752,301,4,302,3259611973448394752,STAR,3.382638E-05,2895,54567,479
1237648704579436622,188.829718853569,0.170913248262189,18.1284,16.30162,15.70005,15.53994,15.49854,752,301,4,302,3259609499547232256,STAR,1.864027E-05,2895,54567,470
1237648704579436626,188.831708083742,0.10443853014568,18.32051,16.89544,16.36172,16.16441,16.11468,752,301,4,302,3287764143959992320,STAR,-8.072008E-05,2920,54562,496
1237648704579436672,188.759164863544,0.0376443103797407,18.0092,16.8149,16.35628,16.15085,16.01649,752,301,4,302,326630027682670592,GALAXY,0.02279919,290,51941,433
1237648704579436687,188.765654081064,0.108437691001226,18.57035,17.39246,16.95448,16.64374,16.48623,752,301,4,302,326631402072205312,GALAXY,0.08034749,290,51941,438
1237648704579502086,188.85703416443,0.0499093704921334,18.95351,18.8721,18.61315,18.59806,18.71719,752,301,4,303,326640473043134464,QSO,1.215538,290,51941,471
1237648704579502102,188.968707781594,0.0587485417911989,18.00362,16.47341,15.92259,15.71688,15.64202,752,301,4,303,3259615821739091968,STAR,8.426876E-06,2895,54567,493
1237648704579567670,189.034909850836,0.204572144369207,18.25708,17.23043,17.10457,17.06309,17.08691,752,301,4,304,3259615271983278080,STAR,-0.0002485699,2895,54567,491
1237648704579567688,189.069785617209,0.0646057688194689,18.06198,18.17445,18.66319,18.97943,19.28476,752,301,4,304,3287760570547202048,STAR,-6.93225E-05,2920,54562,483
1237648704579567690,189.087507450218,0.0260351114202999,17.65168,16.46087,16.11174,15.96434,15.91781,752,301,4,304,3259617471006533632,STAR,-3.760384E-05,2895,54567,499
1237648704579567715,189.121383785822,0.156923078701191,17.44747,16.1568,15.64906,15.43061,15.3442,752,301,4,304,3259613072960022528,STAR,0.000626346,2895,54567,483
1237648704579567719,189.141856118321,0.13201568070341,17.64121,16.31137,15.83296,15.64754,15.56873,752,301,4,304,3259614997105371136,STAR,0.000123686,2895,54567,490
1237648704579567785,189.060599025794,0.111285478686997,19.17885,17.61417,16.90285,16.47362,16.20284,752,301,4,304,326647894746621952,GALAXY,0.1083665,290,51941,498
1237648704579633169,189.177250218688,0.015502143110133,17.44684,16.47435,16.19601,16.08416,16.06882,752,301,4,305,3259616646372812800,STAR,0.0006821363,2895,54567,496
1237648704579633278,189.275452479608,0.0547997948931387,18.55441,17.61557,17.4075,17.31738,17.33438,752,301,4,305,3259523737640265728,STAR,-0.0003655981,2895,54567,158
1237648704579633299,189.285989652676,0.0580567708523298,18.89325,18.81742,18.84301,18.67533,18.50327,752,301,4,305,326643496700110848,QSO,2.007343,290,51941,482
1237648704579633302,189.292617008525,0.087821589562382,17.98142,16.53124,15.98778,15.77157,15.66088,752,301,4,305,3259622968564672512,STAR,0.0001777472,2895,54567,519
